gene_id	041017C1d150S1	041017E1d150S2	041917E1d14S1	041917F1d14S2
Olfml2b	0	0	0	0
Olfml3	47	4	0	5
Olfr1	0	0	0	0
Olfr10	0	0	0	0
Olfr100	0	0	0	0
Olfr1000	0	0	0	0
Olfr1002	0	0	0	0
Olfr1006	0	0	0	0
Olfr1008	0	0	0	0
Olfr1009	0	0	0	0
Olfr101	0	0	0	0
Olfr1010	0	0	0	0
Olfr1012	0	0	0	0
Olfr1013	0	0	0	0
Olfr1014	0	0	0	0
Olfr1015	0	0	0	0
Olfr1016	0	0	0	0
Olfr1018	0	0	0	0
Olfr1019	0	0	0	0
Olfr102	0	0	0	0
Olfr1020	0	0	0	0
Olfr1022	0	0	0	0
Olfr1023	0	0	0	0
Olfr1024	0	0	0	0
Olfr1026	0	0	0	0
Olfr1028	0	0	0	0
Olfr1029	0	0	0	0
Olfr103	0	0	0	0
Olfr1030	0	0	0	0
Olfr1031	0	0	0	0
Olfr1032	0	0	0	0
Olfr1033	0	0	0	0
Olfr1034	0	0	0	0
Olfr1036	0	0	0	0
Olfr1037	0	0	0	0
Olfr1038-ps	0	0	0	0
Olfr1039	0	0	0	0
Olfr1040	0	0	0	1
Olfr1042	0	0	0	0
Olfr1043	0	0	0	0
Olfr1044	0	0	0	0
Olfr1045	0	0	0	0
Olfr1046	0	0	0	0
Olfr1047	0	0	0	0
Olfr1048	0	0	0	0
Olfr1049	0	2	0	0
Olfr1051	0	0	0	0
Olfr1052	0	0	0	0
Olfr1053	0	0	0	0
Olfr1054	0	0	0	0
Olfr1055	0	0	0	0
Olfr1056	0	0	0	0
Olfr1057	0	0	0	0
Olfr1058	0	0	0	0
Olfr1061	0	0	0	0
Olfr1062	0	0	0	0
Olfr1065	0	0	0	0
Olfr1066	0	0	0	0
Olfr107	0	0	0	0
Olfr1076	0	0	0	0
Olfr1077-ps1	0	0	0	0
Olfr1079	0	0	0	0
Olfr108	0	0	0	0
Olfr1080	0	0	0	0
Olfr1082	0	0	0	0
Olfr1084	0	0	0	0
Olfr1085	0	0	0	0
Olfr1086	1	0	0	0
Olfr1087	1	0	0	0
Olfr1089	0	0	0	0
Olfr109	0	0	0	1
Olfr1090	0	0	0	0
Olfr1093	0	0	0	0
Olfr1094	0	0	0	0
Olfr1095	0	0	0	0
Olfr1097	0	0	0	0
Olfr1098	0	0	0	0
Olfr1099	0	0	0	0
Olfr11	0	0	0	0
Olfr110	0	0	0	0
Olfr1100	0	0	0	0
Olfr1101	0	0	0	0
Olfr1102	0	0	0	0
Olfr1104	0	0	0	0
Olfr1105	0	0	0	0
Olfr1106	0	0	0	0
Olfr1107	0	0	0	0
Olfr1109	0	0	0	0
Olfr111	0	0	0	0
Olfr1110	0	0	0	0
Olfr1111	0	0	0	0
Olfr1112	0	0	0	0
Olfr1113	0	1	0	0
Olfr1115	0	0	0	0
Olfr1116-ps	0	0	0	0
Olfr1118	0	0	0	0
Olfr112	0	0	0	0
Olfr1120	0	0	0	0
Olfr1121	0	1	0	0
Olfr1122	0	0	0	0
Olfr1123	0	0	0	0
Olfr1124	0	0	0	0
Olfr1126	0	0	0	0
Olfr1128	0	0	0	0
Olfr1129	0	0	0	0
Olfr113	0	0	0	0
Olfr1130	0	0	0	0
Olfr1131	0	0	0	0
Olfr1132	0	0	0	0
Olfr1133	0	0	0	0
Olfr1134	0	0	0	0
Olfr1135	0	0	0	0
Olfr1136	0	0	0	0
Olfr1137	0	0	0	0
Olfr1138	0	0	0	0
Olfr114	0	0	0	0
Olfr1140	0	0	0	0
Olfr1141	0	2	0	0
Olfr1143	0	0	0	0
Olfr1145	0	0	0	0
Olfr1148	0	0	0	0
Olfr115	0	0	0	0
Olfr1151	0	0	0	0
Olfr1152	0	0	0	0
Olfr1153	0	0	0	0
Olfr1154	0	0	0	0
Olfr1155	0	0	0	0
Olfr1156	0	0	0	0
Olfr1157	0	0	0	0
Olfr1158	0	0	0	0
Olfr116	0	0	0	0
Olfr1160	0	0	0	0
Olfr1161	0	0	0	0
Olfr1162	0	0	0	0
Olfr1163	0	0	0	0
Olfr1164	0	0	0	0
Olfr1166	0	0	0	0
Olfr1167	0	0	1	0
Olfr1168	0	0	0	0
Olfr117	0	0	0	0
Olfr1170	0	0	0	0
Olfr1173	0	0	0	0
Olfr1176	0	0	0	0
Olfr1178	0	0	0	0
Olfr1179	0	0	0	0
Olfr118	1	0	0	0
Olfr1180	0	0	0	0
Olfr1181	0	1	0	0
Olfr1182	0	0	0	0
Olfr1183	0	0	0	0
Olfr1184	0	0	0	1
Olfr1186	0	0	0	0
Olfr1188	0	0	0	0
Olfr1189	0	0	0	0
Olfr119	0	0	0	0
Olfr1193	0	0	0	0
Olfr1195	0	0	0	0
Olfr1196	0	0	0	0
Olfr1197	0	0	0	0
Olfr1198	0	0	0	0
Olfr1199	0	0	0	0
Olfr12	0	0	0	0
Olfr120	0	0	0	0
Olfr1200	0	0	0	0
Olfr1201	0	0	0	0
Olfr1202	0	0	0	0
Olfr1204	0	0	0	0
Olfr1205	0	0	0	0
Olfr1206	0	0	0	0
Olfr1208	0	0	0	0
Olfr1209	0	0	0	0
Olfr121	0	0	0	0
Olfr1211	0	0	0	0
Olfr1212	0	0	0	0
Olfr1213	0	0	0	0
Olfr1214	0	0	0	0
Olfr1215	0	0	0	0
Olfr1216	0	0	0	0
Olfr1217	0	0	0	0
Olfr1218	0	0	0	0
Olfr1219	0	0	0	0
Olfr122	0	0	0	0
Olfr1220	0	0	0	0
Olfr1221	0	0	0	0
Olfr1222	0	0	0	0
Olfr1223	0	0	0	0
Olfr1225	0	0	0	0
Olfr1226	0	0	0	0
Olfr1228	0	0	0	0
Olfr1229	0	0	0	0
Olfr123	0	0	0	0
Olfr1230	0	0	0	0
Olfr1231	0	0	0	0
Olfr1232	0	0	0	0
Olfr1233	0	0	0	0
Olfr1234	0	0	0	0
Olfr1238	0	0	0	0
Olfr1239	0	0	0	0
Olfr124	0	0	0	0
Olfr1240	0	0	0	0
Olfr1241	0	0	0	0
Olfr1242	0	0	0	0
Olfr1243	0	0	0	0
Olfr1245	0	0	0	0
Olfr1246	0	0	0	0
Olfr1247	0	0	0	0
Olfr1248	0	0	0	0
Olfr1249	0	0	0	0
Olfr125	0	0	0	0
Olfr1250	0	0	0	0
Olfr1251	0	0	0	0
Olfr1252	0	0	0	0
Olfr1253	0	0	0	0
Olfr1254	0	0	0	0
Olfr1255	0	0	0	0
Olfr1256	0	0	0	0
Olfr1257	0	0	0	0
Olfr1258	0	0	0	0
Olfr1259	0	0	0	0
Olfr126	0	0	0	0
Olfr1260	0	0	0	0
Olfr1261	0	0	0	0
Olfr1262	0	0	0	0
Olfr1263	0	0	0	0
Olfr1264	0	0	0	0
Olfr1265	0	0	0	0
Olfr1269	0	0	0	0
Olfr127	0	0	0	0
Olfr1270	0	0	0	0
Olfr1271	0	0	0	0
Olfr1272	0	0	0	0
Olfr1273-ps	0	0	0	0
Olfr1274-ps	0	0	0	0
Olfr1275	0	0	0	0
Olfr1276	0	0	0	0
Olfr1277	0	0	0	0
Olfr1278	0	0	0	0
Olfr1279	0	0	0	0
Olfr128	0	1	0	0
Olfr1280	0	0	0	0
Olfr1281	0	0	0	0
Olfr1282	0	0	0	0
Olfr1283	0	0	0	0
Olfr1284	0	0	0	0
Olfr1286	0	0	0	0
Olfr1287	0	0	0	0
Olfr1288	0	0	0	0
Olfr1289	0	0	0	0
Olfr129	0	0	0	0
Olfr1290	0	0	0	0
Olfr1294	0	0	0	0
Olfr1295	0	0	0	0
Olfr1297	2	0	0	0
Olfr1298	0	0	0	0
Olfr1299	0	0	0	0
Olfr13	0	0	0	0
Olfr130	0	0	0	0
Olfr1300-ps1	0	0	0	0
Olfr1301	0	0	0	0
Olfr1302	0	0	0	0
Olfr1303	0	0	0	0
Olfr1305	0	0	0	0
Olfr1306	0	0	0	0
Olfr1307	0	0	0	0
Olfr1308	0	0	0	0
Olfr1309	0	0	0	0
Olfr131	0	0	0	0
Olfr1310	0	0	0	0
Olfr1311	0	0	0	0
Olfr1312	0	0	0	0
Olfr1313	0	0	0	0
Olfr1314	0	0	0	0
Olfr1316	10	46	4	5
Olfr1317	0	0	0	0
Olfr1318	0	1	0	1
Olfr132	0	0	0	0
Olfr1320	0	0	0	0
Olfr1321	0	0	0	0
Olfr1322	0	0	0	0
Olfr1323	0	0	0	0
Olfr1324	0	0	0	0
Olfr1325	0	0	0	0
Olfr1328	0	0	0	0
Olfr1329	28	0	10	0
Olfr133	6	2	1	0
Olfr1330	11	0	0	22
Olfr1331	0	0	0	1
Olfr1333	0	0	0	1
Olfr1335	914	790	493	317
Olfr1336	0	0	0	0
Olfr1337	39	100	0	28
Olfr1338	0	0	0	0
Olfr1339	1	2	0	2
Olfr134	0	0	0	0
Olfr1340	0	0	0	0
Olfr1341	0	0	0	0
Olfr1342	0	0	0	0
Olfr1344	0	1	0	0
Olfr1346	0	0	0	0
Olfr1347	0	0	0	0
Olfr1348	0	0	0	0
Olfr1349	0	0	0	0
Olfr135	0	0	0	0
Olfr1350	0	0	0	0
Olfr1351	32	2	2	1
Olfr1352	0	0	0	0
Olfr1353	0	0	0	0
Olfr1354	0	0	0	0
Olfr1355	50	234	41	23
Olfr1356	0	0	0	0
Olfr1357	0	0	0	0
Olfr1359	0	0	0	0
Olfr136	0	0	0	0
Olfr1360	0	0	0	0
Olfr1361	0	0	0	0
Olfr1362	0	50	76	26
Olfr1364	0	0	0	0
Olfr1366	125	55	69	68
Olfr1367	0	0	0	0
Olfr1368	0	0	0	0
Olfr137	0	0	0	0
Olfr1370	0	0	0	0
Olfr1371	0	1	0	0
Olfr1372-ps1	8	41	0	0
Olfr1373	0	0	0	0
Olfr1377	0	0	0	0
Olfr1378	0	0	0	0
Olfr138	0	1	0	0
Olfr1380	0	0	0	0
Olfr1381	0	0	0	0
Olfr1382	5	1	0	0
Olfr1383	0	24	50	78
Olfr1384	0	0	0	0
Olfr1385	150	127	334	78
Olfr1386	0	0	0	0
Olfr1387	0	0	0	0
Olfr1388	0	0	0	0
Olfr1389	0	0	0	0
Olfr139	0	0	0	0
Olfr1390	0	0	0	0
Olfr1391	0	0	0	0
Olfr1392	0	0	0	0
Olfr1393	0	0	0	0
Olfr1394	0	0	0	0
Olfr1395	0	0	0	0
Olfr1396	0	0	0	0
Olfr140	0	0	0	0
Olfr1402	0	0	0	0
Olfr1404	161	219	147	76
Olfr1406	0	0	0	0
Olfr1408	0	0	0	0
Olfr141	0	0	0	0
Olfr1410	0	0	0	0
Olfr1411	0	0	0	0
Olfr1412	0	0	0	0
Olfr1413	0	0	0	0
Olfr1414	0	0	0	0
Olfr1415	0	1	0	0
Olfr1416	0	0	0	0
Olfr1417	0	0	0	0
Olfr1418	0	2	0	15
Olfr1419	0	0	0	0
Olfr142	0	0	0	0
Olfr1420	0	0	0	0
Olfr1423	0	0	0	0
Olfr1424	36	58	13	62
Olfr1425	0	0	0	0
Olfr1426	0	0	0	0
Olfr1427	0	0	0	0
Olfr1428	0	0	0	0
Olfr143	0	0	0	0
Olfr1431	0	0	0	0
Olfr1433	0	0	0	0
Olfr1434	0	0	0	0
Olfr1436	0	0	0	0
Olfr1437	0	0	0	1
Olfr1440	0	0	0	0
Olfr1441	1	0	0	0
Olfr1442	0	0	0	0
Olfr1443	1	0	0	0
Olfr1444	0	78	0	0
Olfr1445	1	0	8	0
Olfr1446	30	5	7	11
Olfr1447	0	0	0	0
Olfr1448	0	0	16	22
Olfr1449	0	0	0	0
Olfr145	0	0	0	0
Olfr1450	0	0	0	0
Olfr1451	0	0	0	0
Olfr1453	0	0	0	0
Olfr1454	0	0	0	0
Olfr1457	0	0	0	0
Olfr1459	0	0	0	0
Olfr146	0	0	0	0
Olfr1461	0	0	0	0
Olfr1462	0	0	0	0
Olfr1463	0	0	0	0
Olfr1465	0	0	0	0
Olfr1466	0	0	0	0
Olfr1467	0	0	0	0
Olfr1469	0	0	0	0
Olfr147	0	0	0	0
Olfr1471	0	0	0	0
Olfr1472	0	0	0	0
Olfr1474	0	0	0	0
Olfr1475	0	0	0	0
Olfr1477	0	0	0	0
Olfr148	0	0	0	0
Olfr1480	0	0	0	0
Olfr1484	0	0	0	0
Olfr1487	0	0	0	0
Olfr1489	0	0	0	0
Olfr149	0	0	0	0
Olfr1490	0	0	0	0
Olfr1491	0	0	0	0
Olfr1494	0	0	0	0
Olfr1495	0	0	0	0
Olfr1496	0	0	0	0
Olfr1497	0	0	0	0
Olfr1499	0	0	0	0
Olfr15	0	0	0	0
Olfr150	0	0	0	0
Olfr1500	0	0	0	0
Olfr1501	0	0	0	0
Olfr1502	0	0	0	0
Olfr1504	0	0	0	0
Olfr1505	0	0	0	0
Olfr1506	0	0	0	0
Olfr1507	0	0	0	0
Olfr1508	3	0	0	0
Olfr1509	0	0	1	0
Olfr151	0	0	0	0
Olfr1510	0	0	0	0
Olfr1511	0	0	0	0
Olfr1512	0	0	0	0
Olfr1513	0	0	0	0
Olfr152	0	0	0	0
Olfr153	0	0	0	0
Olfr1532-ps1	0	0	0	0
Olfr1535	0	0	0	0
Olfr1537	0	0	0	0
Olfr154	0	0	0	0
Olfr155	0	0	0	0
Olfr156	0	0	0	0
Olfr157	0	0	0	1
Olfr159	0	0	0	0
Olfr16	0	0	0	0
Olfr160	0	0	0	0
Olfr161	0	0	0	0
Olfr164	0	0	0	0
Olfr165	0	0	0	0
Olfr166	0	0	0	0
Olfr167	0	0	0	0
Olfr168	0	0	0	0
Olfr169	0	0	0	0
Olfr17	7	0	0	8
Olfr170	0	0	0	0
Olfr171	0	0	0	0
Olfr172	0	0	0	1
Olfr173	0	0	0	0
Olfr175-ps1	0	0	0	0
Olfr176	0	0	0	0
Olfr177	0	0	0	0
Olfr178	0	0	0	0
Olfr18	27	0	17	0
Olfr180	0	0	0	0
Olfr181	0	0	0	0
Olfr183	0	0	0	0
Olfr186	0	3	0	2
Olfr187	0	0	0	0
Olfr19	0	0	0	0
Olfr190	0	0	0	0
Olfr191	0	0	0	0
Olfr192	0	0	0	0
Olfr193	0	0	0	0
Olfr194	0	0	0	0
Olfr195	0	27	0	0
Olfr196	0	0	0	0
Olfr197	0	0	0	0
Olfr198	0	0	0	0
Olfr199	0	0	0	0
Olfr2	0	0	0	0
Olfr20	0	0	0	0
Olfr201	0	0	0	0
Olfr202	0	0	0	0
Olfr203	0	0	0	0
Olfr204	0	0	0	0
Olfr205	0	0	0	0
Olfr206	0	2	0	0
Olfr207	0	0	0	0
Olfr208	0	0	0	0
Olfr209	0	0	0	0
Olfr211	0	0	0	0
Olfr212	0	0	0	0
Olfr213	0	0	0	0
Olfr214	0	0	0	0
Olfr215	0	0	0	0
Olfr218	135	131	34	17
Olfr220	13	0	19	11
Olfr221	0	0	0	0
Olfr222	15	0	0	3
Olfr223	356	600	117	310
Olfr224	0	0	0	0
Olfr225	0	0	0	0
Olfr228	0	0	0	0
Olfr229	0	0	0	0
Olfr23	0	0	0	0
Olfr231	352	242	299	127
Olfr235	0	0	0	0
Olfr237-ps1	0	0	0	0
Olfr239	0	0	0	0
Olfr24	0	0	0	0
Olfr242	0	0	0	0
Olfr243	0	0	0	0
Olfr247	0	0	1	0
Olfr248	0	0	0	0
Olfr25	0	0	0	0
Olfr250	0	0	0	0
Olfr251	0	0	0	0
Olfr257	0	0	0	0
Olfr259	0	0	0	0
Olfr26	0	0	0	0
Olfr262	0	0	0	0
Olfr263	0	0	0	0
Olfr266	0	0	0	0
Olfr267	0	0	0	0
Olfr27	0	0	0	0
Olfr270	0	0	0	0
Olfr272	0	0	0	0
Olfr273	0	0	0	0
Olfr275	0	0	0	0
Olfr279	0	0	0	0
Olfr281	0	0	0	0
Olfr282	0	0	0	0
Olfr283	126	143	53	41
Olfr284	0	0	0	0
Olfr285	0	0	0	0
Olfr286	0	0	0	0
Olfr287	0	0	0	0
Olfr288	0	0	0	0
Olfr290	0	0	0	0
Olfr291	0	0	0	0
Olfr292	0	0	0	0
Olfr293	0	0	0	0
Olfr294	0	0	0	0
Olfr295	17	7	7	3
Olfr297	0	0	0	0
Olfr298	0	0	0	0
Olfr299	0	0	0	0
Olfr29-ps1	0	0	0	0
Olfr3	0	0	0	0
Olfr30	0	0	0	0
Olfr301	0	0	0	0
Olfr303	0	0	0	3
Olfr304	0	0	0	0
Olfr305	0	0	0	0
Olfr307	0	0	0	0
Olfr308	0	0	0	0
Olfr309	0	0	0	0
Olfr31	0	0	0	0
Olfr310	0	0	0	0
Olfr311	0	0	0	0
Olfr312	0	0	0	0
Olfr313	0	0	0	0
Olfr314	0	0	0	9
Olfr315	0	0	0	0
Olfr316	0	1	0	0
Olfr317	0	0	0	0
Olfr318	0	0	10	1
Olfr319	186	103	125	172
Olfr32	0	0	0	0
Olfr320	0	0	0	0
Olfr322	0	0	0	0
Olfr323	0	0	0	0
Olfr324	0	0	0	0
Olfr325	0	0	0	0
Olfr328	0	0	0	0
Olfr329-ps	0	0	0	0
Olfr33	0	0	0	0
Olfr330	0	0	0	0
Olfr331	0	0	0	0
Olfr332	0	0	0	0
Olfr338	0	0	0	0
Olfr339	0	0	0	0
Olfr340	0	0	0	0
Olfr341	0	0	0	0
Olfr342	0	0	0	0
Olfr344	0	0	0	0
Olfr345	0	0	0	0
Olfr346	0	0	0	0
Olfr347	0	0	0	0
Olfr348	0	0	0	0
Olfr350	0	0	0	0
Olfr351	0	0	0	0
Olfr352	0	0	0	0
Olfr353	0	0	0	0
Olfr354	0	0	0	0
Olfr355	0	0	0	0
Olfr356	0	0	0	0
Olfr357	0	0	0	0
Olfr358	0	0	0	0
Olfr360	0	0	0	0
Olfr361	0	0	0	0
Olfr362	0	0	0	0
Olfr365	0	0	0	0
Olfr366	0	0	0	0
Olfr367-ps	0	0	11	0
Olfr368	0	0	0	0
Olfr370	7	0	0	25
Olfr371	0	0	0	0
Olfr372	0	0	0	0
Olfr373	39	21	28	20
Olfr374	4	2	1	1
Olfr376	0	0	0	0
Olfr378	0	0	0	0
Olfr38	0	0	0	0
Olfr380	19	0	0	0
Olfr381	0	1	0	0
Olfr382	0	0	0	0
Olfr384	0	0	0	0
Olfr385	0	0	0	0
Olfr389	0	0	0	0
Olfr39	1	3	4	7
Olfr390	0	0	0	0
Olfr391-ps	0	0	0	0
Olfr392	0	0	0	0
Olfr393	0	0	0	0
Olfr394	0	0	0	0
Olfr395	0	0	0	0
Olfr397	0	0	0	0
Olfr398	0	0	0	0
Olfr399	0	0	0	0
Olfr401	0	0	0	0
Olfr402	0	0	0	0
Olfr403	0	0	0	0
Olfr406	0	0	0	0
Olfr410	0	5	20	9
Olfr411	0	0	0	1
Olfr412	0	25	7	1
Olfr414	677	724	597	705
Olfr417	0	0	0	0
Olfr418-ps1	315	376	207	279
Olfr419	25	13	2	24
Olfr420	0	0	0	0
Olfr421-ps1	0	0	0	0
Olfr424	44	45	43	27
Olfr426	0	0	0	0
Olfr427	0	0	0	0
Olfr429	0	0	0	0
Olfr43	6	0	0	0
Olfr430	0	0	6	0
Olfr432	0	0	0	0
Olfr433	950	803	935	132
Olfr434	0	0	0	0
Olfr435	0	0	0	0
Olfr437	0	0	0	0
Olfr44	0	0	0	0
Olfr441	0	0	0	0
Olfr444	0	0	0	0
Olfr446	0	0	0	0
Olfr447	0	0	0	0
Olfr448	0	0	0	0
Olfr449	0	0	0	0
Olfr45	0	0	0	0
Olfr450	0	0	0	0
Olfr452	0	0	0	0
Olfr453	0	0	0	0
Olfr455	0	0	0	0
Olfr456	0	0	0	0
Olfr457	0	0	0	0
Olfr458	0	0	0	0
Olfr459	0	0	0	0
Olfr46	0	0	0	0
Olfr460	0	0	1	0
Olfr461	0	0	0	0
Olfr462	220	268	130	104
Olfr463	37	16	15	7
Olfr464	0	0	0	0
Olfr466	0	0	0	0
Olfr467	0	0	0	0
Olfr469	0	0	0	0
Olfr47	0	0	0	0
Olfr470	0	0	0	0
Olfr472	0	0	0	0
Olfr473	0	0	0	0
Olfr474	0	0	0	0
Olfr476	0	0	0	0
Olfr477	0	0	7	0
Olfr478	4	0	0	0
Olfr479	0	0	0	0
Olfr48	0	0	0	0
Olfr480	0	0	0	0
Olfr481	0	0	0	0
Olfr482	0	0	0	0
Olfr483	0	0	0	0
Olfr484	0	0	0	0
Olfr485	0	0	0	0
Olfr486	0	0	0	0
Olfr487	0	0	0	0
Olfr488	0	0	0	0
Olfr49	0	20	0	0
Olfr490	0	0	0	0
Olfr491	0	39	0	0
Olfr492	0	0	0	15
Olfr493	0	0	0	7
Olfr494	0	0	0	0
Olfr495	0	0	0	21
Olfr497	0	0	40	22
Olfr498	0	0	0	0
Olfr5	0	0	0	0
Olfr50	0	0	0	0
Olfr502	0	0	0	0
Olfr503	28	87	15	5
Olfr504	0	0	0	1
Olfr506	0	38	0	0
Olfr507	0	0	0	0
Olfr508	0	23	0	0
Olfr509	0	0	0	0
Olfr51	0	0	0	0
Olfr510	0	0	1	5
Olfr512	0	0	0	6
Olfr513	0	0	0	0
Olfr514	0	0	0	0
Olfr516	0	0	0	0
Olfr517	0	0	0	0
Olfr518	0	0	0	0
Olfr519	0	0	0	0
Olfr52	0	0	0	0
Olfr520	0	0	0	0
Olfr521	0	0	0	0
Olfr522	35	47	38	19
Olfr523	238	98	107	110
Olfr524	0	0	0	0
Olfr525	0	0	0	0
Olfr527	0	0	0	0
Olfr53	0	0	0	0
Olfr530	0	0	0	0
Olfr531	0	0	0	0
Olfr532	0	0	0	0
Olfr533	0	0	0	0
Olfr535	0	0	0	0
Olfr536	0	1	0	0
Olfr538	1	0	0	1
Olfr539	0	0	0	0
Olfr54	0	0	0	0
Olfr541	0	0	0	0
Olfr543	0	0	0	0
Olfr544	0	0	0	0
Olfr545	0	0	0	0
Olfr547	0	0	0	0
Olfr549	0	0	0	0
Olfr55	0	0	0	0
Olfr550	0	0	0	0
Olfr551	0	0	0	0
Olfr552	0	1	0	0
Olfr553	0	0	0	0
Olfr554	0	0	0	0
Olfr555	0	0	0	0
Olfr556	0	0	0	0
Olfr557	0	0	0	0
Olfr558	0	0	0	0
Olfr559	0	0	0	0
Olfr56	0	0	0	0
Olfr560	0	0	0	0
Olfr561	0	0	0	0
Olfr564	0	0	0	0
Olfr566	0	0	0	0
Olfr568	0	0	0	0
Olfr569	0	0	0	0
Olfr57	0	0	0	0
Olfr570	0	0	0	0
Olfr571	0	0	0	0
Olfr572	0	0	0	0
Olfr574	0	0	0	0
Olfr575	0	0	0	0
Olfr576	0	0	0	0
Olfr577	0	0	0	0
Olfr578	0	0	0	0
Olfr58	0	0	0	0
Olfr582	0	0	0	0
Olfr583	0	0	0	0
Olfr584	0	0	0	0
Olfr585	0	0	0	0
Olfr586	0	0	0	0
Olfr589	0	0	0	0
Olfr59	0	0	0	2
Olfr591	0	0	0	0
Olfr592	0	0	0	0
Olfr593	0	0	0	0
Olfr594	0	0	0	0
Olfr596	0	0	0	0
Olfr597	0	0	0	0
Olfr598	0	0	0	0
Olfr599	0	0	0	0
Olfr6	0	0	0	20
Olfr60	0	0	0	0
Olfr600	0	0	0	0
Olfr601	0	0	0	0
Olfr603	0	0	0	0
Olfr605	0	0	0	0
Olfr606	0	0	0	0
Olfr608	0	0	0	0
Olfr609	0	0	0	0
Olfr61	0	0	0	0
Olfr610	0	0	0	0
Olfr611	0	0	0	0
Olfr612	0	0	0	0
Olfr613	0	1	0	0
Olfr615	0	0	0	0
Olfr616	0	0	0	0
Olfr617	0	1	2	1
Olfr618	0	1	0	0
Olfr619	0	0	0	0
Olfr62	0	0	0	0
Olfr620	0	0	0	0
Olfr622	0	0	0	0
Olfr623	0	0	0	0
Olfr624	0	0	0	0
Olfr628	0	0	0	0
Olfr629	0	0	0	0
Olfr63	0	0	0	0
Olfr630	0	0	1	0
Olfr631	0	0	0	0
Olfr632	0	0	0	0
Olfr633	0	0	0	0
Olfr635	0	0	0	0
Olfr638	0	0	0	0
Olfr639	0	0	0	0
Olfr64	0	0	0	0
Olfr640	0	0	0	0
Olfr641	0	0	0	0
Olfr642	0	0	0	0
Olfr643	0	0	0	0
Olfr644	0	0	0	0
Olfr645	0	4	0	0
Olfr646	18	28	32	15
Olfr648	31	62	46	33
Olfr649	5	4	0	1
Olfr65	0	0	0	0
Olfr651	0	0	0	0
Olfr652	0	0	0	0
Olfr653	0	0	0	0
Olfr654	0	0	0	0
Olfr655	0	0	0	0
Olfr656	0	0	0	0
Olfr657	127	66	242	69
Olfr658	140	56	178	49
Olfr659	0	0	0	0
Olfr66	0	0	0	0
Olfr661	0	0	22	0
Olfr663	0	0	8	0
Olfr665	0	0	0	0
Olfr666	0	0	0	0
Olfr667	0	0	0	0
Olfr668	0	0	0	0
Olfr669	0	0	0	0
Olfr67	0	0	0	0
Olfr670	0	0	0	0
Olfr671	0	0	0	0
Olfr672	0	0	0	0
Olfr675	0	0	0	0
Olfr676	1	0	0	0
Olfr677	4	0	1	4
Olfr678	0	0	0	0
Olfr679	0	0	0	0
Olfr68	0	0	0	0
Olfr681	0	0	0	0
Olfr683	0	0	0	0
Olfr684	0	0	0	0
Olfr685	0	0	0	0
Olfr686	0	4	0	0
Olfr688	0	0	0	0
Olfr689	0	0	0	0
Olfr69	0	0	0	0
Olfr690	1	0	0	0
Olfr691	0	0	0	0
Olfr692	0	0	0	3
Olfr693	0	0	0	0
Olfr694	0	0	0	0
Olfr695	0	0	0	0
Olfr697	0	0	7	0
Olfr698	0	30	15	2
Olfr699	0	0	0	0
Olfr70	0	0	0	0
Olfr700	0	0	0	0
Olfr701	0	0	0	0
Olfr702	0	0	0	0
Olfr703	0	0	0	0
Olfr704	0	0	0	0
Olfr705	0	0	0	0
Olfr706	0	0	0	0
Olfr707	0	0	0	0
Olfr71	0	0	0	0
Olfr710	0	0	0	0
Olfr711	12	17	20	19
Olfr713	25	2	3	0
Olfr714	72	55	12	35
Olfr715	31	32	2	17
Olfr716	0	0	0	0
Olfr720	0	0	0	0
Olfr722	0	0	0	0
Olfr723	0	0	0	0
Olfr724	0	0	0	0
Olfr725	0	0	0	0
Olfr726	36	0	0	0
Olfr727	0	0	0	0
Olfr728	0	0	0	0
Olfr729	0	0	0	0
Olfr73	0	0	0	0
Olfr730	0	0	0	0
Olfr731	0	0	0	0
Olfr732	0	0	0	0
Olfr733	0	1	0	0
Olfr734	0	0	0	0
Olfr735	0	0	0	0
Olfr736	0	0	0	0
Olfr738	0	0	0	0
Olfr739	0	0	0	0
Olfr74	0	0	0	0
Olfr740	0	0	0	0
Olfr741	0	0	0	0
Olfr742	0	0	0	0
Olfr743	0	0	0	0
Olfr744	0	0	0	0
Olfr745	0	0	0	0
Olfr746	0	0	0	0
Olfr747	0	0	0	0
Olfr748	0	0	0	0
Olfr749	0	0	0	0
Olfr750	0	0	0	0
Olfr75-ps1	0	0	0	0
Olfr76	0	0	0	0
Olfr761	0	0	0	0
Olfr763	0	0	0	0
Olfr765	0	0	0	0
Olfr767	0	0	0	0
Olfr768	0	0	0	0
Olfr769	0	1	0	0
Olfr77	0	0	0	0
Olfr770	0	0	0	0
Olfr771	0	0	0	0
Olfr772	0	0	0	0
Olfr773	0	1	0	0
Olfr774	0	0	0	0
Olfr775	0	0	0	0
Olfr776	0	0	0	0
Olfr777	0	0	0	0
Olfr78	0	0	0	1
Olfr780	0	0	0	0
Olfr781	1	0	0	0
Olfr782	0	0	0	0
Olfr784	0	0	0	0
Olfr786	0	0	0	0
Olfr787	0	0	0	0
Olfr788	0	0	0	0
Olfr790	0	0	0	0
Olfr791	0	0	0	0
Olfr792	0	0	0	0
Olfr794	0	0	0	0
Olfr796	0	0	0	0
Olfr798	0	0	0	0
Olfr799	0	0	0	0
Olfr8	0	0	0	0
Olfr800	0	0	0	0
Olfr801	0	0	0	0
